Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	
22400	50664,0625	1234	2,5421686746988	1836	9,79518072289157	2035	0,144578313253012	-4352	2,66830165542612	16000	-9,80993255671367	-192	0,117719190680564	-45	0,809160305343511	-53	0,687022900763359	48	-0,732824427480916	322	0,292727272727273	212	-0,192727272727273	-515	-0,525510204081633	
23040	50683,59375	1240	2,50602409638554	1839	9,72289156626506	2033	0,168674698795181	-4352	2,66830165542612	15808	-9,69221336603311	-128	0,0784794604537094	-31	0,717557251908397	-47	0,473282442748092	43	-0,656488549618321	325	0,295454545454545	235	-0,213636363636364	-521	-0,531632653061225	
23680	50703,125	1245	2,46987951807229	1842	9,66265060240964	2034	0,156626506024096	-4224	2,58982219497241	15616	-9,57449417535254	-128	0,0784794604537094	-46	0,198473282442748	-13	0,702290076335878	26	-0,396946564885496	322	0,292727272727273	213	-0,193636363636364	-514	-0,524489795918367	
24320	50722,65625	1244	2,4578313253012	1843	9,67469879518072	2035	0,144578313253012	-4352	2,66830165542612	15616	-9,57449417535254	-256	0,156958920907419	-53	0,412213740458015	-27	0,809160305343511	26	-0,396946564885496	328	0,298181818181818	227	-0,206363636363636	-522	-0,53265306122449	
24960	50742,1875	1239	2,48192771084337	1841	9,73493975903614	2038	0,108433734939759	-4224	2,58982219497241	15744	-9,65297363580625	-192	0,117719190680564	-43	0,0152671755725191	-1	0,656488549618321	14	-0,213740458015267	329	0,299090909090909	211	-0,191818181818182	-521	-0,531632653061225	
25600	50761,71875	1232	2,49397590361446	1840	9,81927710843374	2042	0,0602409638554217	-4480	2,74678111587983	15872	-9,73145309625996	-128	0,0784794604537094	-37	0,229007633587786	-15	0,564885496183206	47	-0,717557251908397	320	0,290909090909091	228	-0,207272727272727	-518	-0,528571428571429	
26240	50781,25	1238	2,51807228915663	1838	9,74698795180723	2039	0,0963855421686747	-4224	2,58982219497241	15808	-9,69221336603311	-256	0,156958920907419	-50	-0,702290076335878	46	0,763358778625954	56	-0,854961832061069	317	0,288181818181818	232	-0,210909090909091	-522	-0,53265306122449	
26880	50800,78125	1238	2,53012048192771	1837	9,74698795180723	2039	0,0963855421686747	-4416	2,70754138565297	15872	-9,73145309625996	-128	0,0784794604537094	-41	-0,122137404580153	8	0,625954198473282	25	-0,381679389312977	327	0,297272727272727	214	-0,194545454545455	-513	-0,523469387755102	
27520	50820,3125	1246	2,46987951807229	1842	9,65060240963856	2036	0,132530120481928	-4224	2,58982219497241	15680	-9,6137339055794	-256	0,156958920907419	-91	0,320610687022901	-21	1,38931297709924	-7	0,106870229007634	321	0,291818181818182	222	-0,201818181818182	-521	-0,531632653061225	
28160	50839,84375	1244	2,40963855421687	1847	9,67469879518072	2038	0,108433734939759	-4352	2,66830165542612	15680	-9,6137339055794	-192	0,117719190680564	-124	0,702290076335878	-46	1,89312977099237	-64	0,977099236641221	328	0,298181818181818	212	-0,192727272727273	-521	-0,531632653061225	
28800	50859,375	1243	2,40963855421687	1847	9,68674698795181	2037	0,120481927710843	-4160	2,55058246474555	15808	-9,69221336603311	-64	0,0392397302268547	-146	0,381679389312977	-25	2,22900763358779	-51	0,778625954198473	329	0,299090909090909	211	-0,191818181818182	-510	-0,520408163265306	
29440	50878,90625	1242	2,37349397590361	1850	9,69879518072289	2035	0,144578313253012	-4032	2,47210300429185	15744	-9,65297363580625	-192	0,117719190680564	-148	-0,0458015267175573	3	2,25954198473282	-63	0,961832061068702	329	0,299090909090909	223	-0,202727272727273	-518	-0,528571428571429	
30080	50898,4375	1238	2,34939759036145	1852	9,74698795180723	2036	0,132530120481928	-4032	2,47210300429185	15808	-9,69221336603311	-128	0,0784794604537094	-142	-0,580152671755725	38	2,16793893129771	-78	1,19083969465649	330	0,3	211	-0,191818181818182	-520	-0,530612244897959	
30720	50917,96875	1230	2,31325301204819	1855	9,8433734939759	2039	0,0963855421686747	-4032	2,47210300429185	15936	-9,77069282648682	-128	0,0784794604537094	-105	-0,33587786259542	22	1,6030534351145	-60	0,916030534351145	320	0,290909090909091	230	-0,209090909090909	-517	-0,527551020408163	
31360	50937,5	1232	2,34939759036145	1852	9,81927710843374	2042	0,0602409638554217	-4096	2,5113427345187	15872	-9,73145309625996	-64	0,0392397302268547	-101	-0,809160305343511	53	1,54198473282443	-36	0,549618320610687	328	0,298181818181818	232	-0,210909090909091	-518	-0,528571428571429	
32000	50957,03125	1241	2,28915662650602	1857	9,71084337349398	2040	0,0843373493975904	-4032	2,47210300429185	15808	-9,69221336603311	-256	0,156958920907419	-42	-1,3587786259542	89	0,641221374045801	-32	0,488549618320611	320	0,290909090909091	238	-0,216363636363636	-522	-0,53265306122449	
32640	50976,5625	1239	2,36144578313253	1851	9,73493975903614	2042	0,0602409638554217	-4160	2,55058246474555	15744	-9,65297363580625	0	0	30	-1,66412213740458	109	-0,458015267175573	-22	0,33587786259542	323	0,293636363636364	217	-0,197272727272727	-510	-0,520408163265306	
33280	50996,09375	1238	2,43373493975904	1845	9,74698795180723	2044	0,036144578313253	-4288	2,62906192519926	15808	-9,69221336603311	128	-0,0784794604537094	48	-0,946564885496183	62	-0,732824427480916	7	-0,106870229007634	317	0,288181818181818	244	-0,221818181818182	-516	-0,526530612244898	
33920	51015,625	1237	2,40963855421687	1847	9,75903614457831	2046	0,0120481927710843	-4160	2,55058246474555	15808	-9,69221336603311	192	-0,117719190680564	8	-0,870229007633588	57	-0,122137404580153	78	-1,19083969465649	326	0,296363636363636	241	-0,219090909090909	-527	-0,537755102040816	
34560	51035,15625	1247	2,44578313253012	1844	9,63855421686747	2044	0,036144578313253	-4352	2,66830165542612	15616	-9,57449417535254	64	-0,0392397302268547	-85	-0,961832061068702	63	1,29770992366412	104	-1,58778625954198	326	0,296363636363636	222	-0,201818181818182	-516	-0,526530612244898	
35200	51054,6875	1238	2,42168674698795	1846	9,74698795180723	2040	0,0843373493975904	-4288	2,62906192519926	15808	-9,69221336603311	0	0	-49	0,442748091603053	-29	0,748091603053435	117	-1,78625954198473	319	0,29	213	-0,193636363636364	-517	-0,527551020408163	
35840	51074,21875	1241	2,50602409638554	1839	9,71084337349398	2040	0,0843373493975904	-4288	2,62906192519926	15872	-9,73145309625996	-128	0,0784794604537094	-45	0,534351145038168	-35	0,687022900763359	119	-1,81679389312977	324	0,294545454545455	227	-0,206363636363636	-514	-0,524489795918367	
36480	51093,75	1240	2,5421686746988	1836	9,72289156626506	2037	0,120481927710843	-4416	2,70754138565297	15744	-9,65297363580625	-128	0,0784794604537094	-37	0,946564885496183	-62	0,564885496183206	88	-1,34351145038168	327	0,297272727272727	226	-0,205454545454545	-518	-0,528571428571429	
37120	51113,28125	1242	2,46987951807229	1842	9,69879518072289	2038	0,108433734939759	-4352	2,66830165542612	15680	-9,6137339055794	-128	0,0784794604537094	-104	0,83969465648855	-55	1,58778625954198	58	-0,885496183206107	316	0,287272727272727	231	-0,21	-513	-0,523469387755102	
37760	51132,8125	1240	2,46987951807229	1842	9,72289156626506	2033	0,168674698795181	-4224	2,58982219497241	15808	-9,69221336603311	-256	0,156958920907419	-81	0,290076335877863	-19	1,23664122137405	1	-0,0152671755725191	322	0,292727272727273	240	-0,218181818181818	-519	-0,529591836734694	
38400	51152,34375	1241	2,46987951807229	1842	9,71084337349398	2031	0,192771084337349	-4224	2,58982219497241	15744	-9,65297363580625	-320	0,196198651134273	-12	0,442748091603053	-29	0,183206106870229	25	-0,381679389312977	324	0,294545454545455	212	-0,192727272727273	-512	-0,522448979591837	
39040	51171,875	1242	2,57831325301205	1833	9,69879518072289	2034	0,156626506024096	-4480	2,74678111587983	15808	-9,69221336603311	-384	0,235438381361128	-10	0,656488549618321	-43	0,152671755725191	32	-0,488549618320611	325	0,295454545454545	219	-0,199090909090909	-512	-0,522448979591837	
39680	51191,40625	1240	2,53012048192771	1837	9,72289156626506	2034	0,156626506024096	-4544	2,78602084610668	15744	-9,65297363580625	-128	0,0784794604537094	-64	0,595419847328244	-39	0,977099236641221	21	-0,320610687022901	310	0,281818181818182	241	-0,219090909090909	-521	-0,531632653061225	
40320	51210,9375	1240	2,60240963855422	1831	9,72289156626506	2034	0,156626506024096	-4480	2,74678111587983	15744	-9,65297363580625	-256	0,156958920907419	-93	0,473282442748092	-31	1,41984732824427	-7	0,106870229007634	328	0,298181818181818	210	-0,190909090909091	-517	-0,527551020408163	
40960	51230,46875	1236	2,56626506024096	1834	9,7710843373494	2034	0,156626506024096	-4480	2,74678111587983	15744	-9,65297363580625	-64	0,0392397302268547	-87	0,870229007633588	-57	1,32824427480916	-49	0,748091603053435	325	0,295454545454545	240	-0,218181818181818	-518	-0,528571428571429	
41600	51250	1241	2,5421686746988	1836	9,71084337349398	2032	0,180722891566265	-4352	2,66830165542612	15872	-9,73145309625996	-256	0,156958920907419	-89	0,580152671755725	-38	1,3587786259542	-74	1,12977099236641	320	0,290909090909091	231	-0,21	-519	-0,529591836734694	
42240	51269,53125	1240	2,53012048192771	1837	9,72289156626506	2029	0,216867469879518	-4544	2,78602084610668	15744	-9,65297363580625	-384	0,235438381361128	-122	0,580152671755725	-38	1,86259541984733	-93	1,41984732824427	322	0,292727272727273	212	-0,192727272727273	-513	-0,523469387755102	
42880	51289,0625	1246	2,44578313253012	1844	9,65060240963856	2028	0,228915662650602	-4160	2,55058246474555	15616	-9,57449417535254	-320	0,196198651134273	-122	0,809160305343511	-53	1,86259541984733	-66	1,00763358778626	324	0,294545454545455	228	-0,207272727272727	-517	-0,527551020408163	
43520	51308,59375	1245	2,4578313253012	1843	9,66265060240964	2028	0,228915662650602	-4224	2,58982219497241	15616	-9,57449417535254	-256	0,156958920907419	-67	0,67175572519084	-44	1,02290076335878	-56	0,854961832061069	331	0,300909090909091	211	-0,191818181818182	-513	-0,523469387755102	
44160	51328,125	1246	2,56626506024096	1834	9,65060240963856	2028	0,228915662650602	-4288	2,62906192519926	15616	-9,57449417535254	-448	0,274678111587983	-79	0,33587786259542	-22	1,20610687022901	-12	0,183206106870229	323	0,293636363636364	216	-0,196363636363636	-511	-0,521428571428571	
44800	51347,65625	1243	2,60240963855422	1831	9,68674698795181	2024	0,27710843373494	-4480	2,74678111587983	15808	-9,69221336603311	-512	0,313917841814838	-172	0,717557251908397	-47	2,62595419847328	-1	0,0152671755725191	329	0,299090909090909	211	-0,191818181818182	-518	-0,528571428571429	
45440	51367,1875	1238	2,48192771084337	1841	9,74698795180723	2026	0,253012048192771	-4352	2,66830165542612	15936	-9,77069282648682	-448	0,274678111587983	-298	0,99236641221374	-65	4,54961832061069	9	-0,137404580152672	327	0,297272727272727	211	-0,191818181818182	-512	-0,522448979591837	
46080	51386,71875	1239	2,46987951807229	1842	9,73493975903614	2027	0,240963855421687	-4224	2,58982219497241	15808	-9,69221336603311	-384	0,235438381361128	-336	0,427480916030534	-28	5,12977099236641	-18	0,274809160305344	322	0,292727272727273	234	-0,212727272727273	-520	-0,530612244897959	
46720	51406,25	1236	2,4578313253012	1843	9,7710843373494	2027	0,240963855421687	-4160	2,55058246474555	15808	-9,69221336603311	-384	0,235438381361128	-237	-0,137404580152672	9	3,61832061068702	-15	0,229007633587786	328	0,298181818181818	218	-0,198181818181818	-520	-0,530612244897959	
47360	51425,78125	1239	2,48192771084337	1841	9,73493975903614	2028	0,228915662650602	-4416	2,70754138565297	15808	-9,69221336603311	-256	0,156958920907419	-131	-0,183206106870229	12	2	0	0	318	0,289090909090909	226	-0,205454545454545	-523	-0,533673469387755	
48000	51445,3125	1244	2,46987951807229	1842	9,67469879518072	2030	0,204819277108434	-4288	2,62906192519926	15680	-9,6137339055794	-256	0,156958920907419	-154	-0,916030534351145	60	2,35114503816794	-11	0,16793893129771	327	0,297272727272727	223	-0,202727272727273	-514	-0,524489795918367	
48640	51464,84375	1242	2,4578313253012	1843	9,69879518072289	2031	0,192771084337349	-4224	2,58982219497241	15680	-9,6137339055794	-192	0,117719190680564	-160	-0,290076335877863	19	2,44274809160305	-12	0,183206106870229	327	0,297272727272727	235	-0,213636363636364	-515	-0,525510204081633	
49280	51484,375	1243	2,50602409638554	1839	9,68674698795181	2032	0,180722891566265	-4224	2,58982219497241	15744	-9,65297363580625	-192	0,117719190680564	-187	-0,564885496183206	37	2,85496183206107	11	-0,16793893129771	321	0,291818181818182	223	-0,202727272727273	-521	-0,531632653061225	
49920	51503,90625	1242	2,49397590361446	1840	9,69879518072289	2032	0,180722891566265	-4416	2,70754138565297	15808	-9,69221336603311	-384	0,235438381361128	-184	0,458015267175573	-30	2,80916030534351	23	-0,351145038167939	331	0,300909090909091	212	-0,192727272727273	-515	-0,525510204081633	
50560	51523,4375	1254	2,3855421686747	1849	9,55421686746988	2028	0,228915662650602	-4032	2,47210300429185	15616	-9,57449417535254	-320	0,196198651134273	-280	0,0152671755725191	-1	4,27480916030534	15	-0,229007633587786	322	0,292727272727273	246	-0,223636363636364	-520	-0,530612244897959	
51200	51542,96875	1242	2,39759036144578	1848	9,69879518072289	2030	0,204819277108434	-4160	2,55058246474555	15680	-9,6137339055794	-320	0,196198651134273	-281	0,274809160305344	-18	4,29007633587786	3	-0,0458015267175573	331	0,300909090909091	225	-0,204545454545455	-521	-0,531632653061225	
51840	51562,5	1231	2,4578313253012	1843	9,83132530120482	2031	0,192771084337349	-4224	2,58982219497241	15872	-9,73145309625996	-384	0,235438381361128	-227	0,732824427480916	-48	3,46564885496183	47	-0,717557251908397	330	0,3	213	-0,193636363636364	-518	-0,528571428571429	
52480	51582,03125	1230	2,48192771084337	1841	9,8433734939759	2032	0,180722891566265	-4288	2,62906192519926	16128	-9,88841201716738	-384	0,235438381361128	-225	0,106870229007634	-7	3,43511450381679	100	-1,52671755725191	322	0,292727272727273	225	-0,204545454545455	-513	-0,523469387755102	
53120	51601,5625	1240	2,6144578313253	1830	9,72289156626506	2030	0,204819277108434	-4352	2,66830165542612	15680	-9,6137339055794	-320	0,196198651134273	-212	0,274809160305344	-18	3,23664122137405	144	-2,19847328244275	325	0,295454545454545	229	-0,208181818181818	-518	-0,528571428571429	
53760	51621,09375	1243	2,6144578313253	1830	9,68674698795181	2027	0,240963855421687	-4544	2,78602084610668	15744	-9,65297363580625	-384	0,235438381361128	-230	0,687022900763359	-45	3,51145038167939	137	-2,09160305343511	324	0,294545454545455	218	-0,198181818181818	-513	-0,523469387755102	
54400	51640,625	1251	2,67469879518072	1825	9,59036144578313	2026	0,253012048192771	-4672	2,86450030656039	15616	-9,57449417535254	-384	0,235438381361128	-324	1,14503816793893	-75	4,94656488549618	101	-1,54198473282443	318	0,289090909090909	233	-0,211818181818182	-517	-0,527551020408163	
55040	51660,15625	1251	2,63855421686747	1828	9,59036144578313	2025	0,265060240963855	-4544	2,78602084610668	15424	-9,45677498467198	-320	0,196198651134273	-378	1,41984732824427	-93	5,77099236641221	24	-0,366412213740458	324	0,294545454545455	214	-0,194545454545455	-514	-0,524489795918367	
55680	51679,6875	1243	2,55421686746988	1835	9,68674698795181	2021	0,313253012048193	-4416	2,70754138565297	15680	-9,6137339055794	-640	0,392397302268547	-447	1,55725190839695	-102	6,82442748091603	15	-0,229007633587786	320	0,290909090909091	217	-0,197272727272727	-512	-0,522448979591837	
56320	51699,21875	1242	2,59036144578313	1832	9,69879518072289	2022	0,301204819277108	-4416	2,70754138565297	15680	-9,6137339055794	-384	0,235438381361128	-445	1,16030534351145	-76	6,79389312977099	15	-0,229007633587786	327	0,297272727272727	212	-0,192727272727273	-520	-0,530612244897959	
56960	51718,75	1246	2,59036144578313	1832	9,65060240963856	2019	0,337349397590361	-4480	2,74678111587983	15808	-9,69221336603311	-576	0,353157572041692	-362	0,274809160305344	-18	5,52671755725191	-6	0,0916030534351145	322	0,292727272727273	211	-0,191818181818182	-508	-0,518367346938776	
57600	51738,28125	1241	2,78313253012048	1816	9,71084337349398	2019	0,337349397590361	-4800	2,9429797670141	15872	-9,73145309625996	-576	0,353157572041692	-242	0,534351145038168	-35	3,69465648854962	-38	0,580152671755725	324	0,294545454545455	232	-0,210909090909091	-520	-0,530612244897959	
58240	51757,8125	1242	2,81927710843373	1813	9,69879518072289	2019	0,337349397590361	-4864	2,98221949724096	15744	-9,65297363580625	-256	0,156958920907419	-244	0,473282442748092	-31	3,72519083969466	-67	1,02290076335878	319	0,29	230	-0,209090909090909	-522	-0,53265306122449	
