Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	Shimmer	
22400	84664,0625	2473	2,65060240963855	1827	-5,13253012048193	1410	7,67469879518072	-4608	2,82526057633354	-9024	5,53280196198651	-13248	8,12262415695892	-11	0,106870229007634	-7	0,16793893129771	46	-0,702290076335878	243	0,220909090909091	788	-0,716363636363636	-296	-0,302040816326531	
23040	84683,59375	2476	2,59036144578313	1832	-5,16867469879518	1412	7,65060240963855	-4608	2,82526057633354	-9152	5,61128142244022	-13184	8,08338442673207	-46	0,0458015267175573	-3	0,702290076335878	1	-0,0152671755725191	251	0,228181818181818	782	-0,710909090909091	-293	-0,298979591836735	
23680	84703,125	2479	2,5421686746988	1836	-5,20481927710843	1411	7,66265060240964	-4480	2,74678111587983	-9280	5,68976088289393	-13312	8,16186388718578	-156	-0,931297709923664	61	2,38167938931298	-41	0,625954198473282	243	0,220909090909091	783	-0,711818181818182	-287	-0,292857142857143	
24320	84722,65625	2476	2,60240963855422	1831	-5,16867469879518	1414	7,62650602409639	-4480	2,74678111587983	-9152	5,61128142244022	-13248	8,12262415695892	-117	-0,595419847328244	39	1,78625954198473	5	-0,0763358778625954	252	0,229090909090909	794	-0,721818181818182	-297	-0,303061224489796	
24960	84742,1875	2475	2,59036144578313	1832	-5,1566265060241	1419	7,56626506024096	-4672	2,86450030656039	-9088	5,57204169221337	-13120	8,04414469650521	-63	-0,50381679389313	33	0,961832061068702	68	-1,0381679389313	251	0,228181818181818	778	-0,707272727272727	-293	-0,298979591836735	
25600	84761,71875	2482	2,5421686746988	1836	-5,24096385542169	1425	7,49397590361446	-4352	2,66830165542612	-9216	5,65052115266707	-12928	7,92642550582465	-59	-1,40458015267176	92	0,900763358778626	53	-0,809160305343511	239	0,217272727272727	801	-0,728181818181818	-290	-0,295918367346939	
26240	84781,25	2472	2,51807228915663	1838	-5,12048192771084	1426	7,48192771084337	-4352	2,66830165542612	-9088	5,57204169221337	-12992	7,9656652360515	3	-0,33587786259542	22	-0,0458015267175573	63	-0,961832061068702	248	0,225454545454545	803	-0,73	-295	-0,301020408163265	
26880	84800,78125	2477	2,60240963855422	1831	-5,18072289156627	1423	7,51807228915663	-4480	2,74678111587983	-9088	5,57204169221337	-12800	7,84794604537094	-1	0,778625954198473	-51	0,0152671755725191	72	-1,09923664122137	238	0,216363636363636	801	-0,728181818181818	-296	-0,302040816326531	
27520	84820,3125	2475	2,4578313253012	1843	-5,1566265060241	1426	7,48192771084337	-4416	2,70754138565297	-9216	5,65052115266707	-13056	8,00490496627836	-41	1,38931297709924	-91	0,625954198473282	103	-1,57251908396947	244	0,221818181818182	784	-0,712727272727273	-290	-0,295918367346939	
28160	84839,84375	2483	2,39759036144578	1848	-5,25301204819277	1426	7,48192771084337	-4160	2,55058246474555	-9216	5,65052115266707	-12992	7,9656652360515	-74	1,43511450381679	-94	1,12977099236641	94	-1,43511450381679	236	0,214545454545455	808	-0,734545454545455	-291	-0,296938775510204	
28800	84859,375	2480	2,56626506024096	1834	-5,21686746987952	1409	7,68674698795181	-4544	2,78602084610668	-9216	5,65052115266707	-13184	8,08338442673207	1	2,30534351145038	-151	-0,0152671755725191	132	-2,01526717557252	250	0,227272727272727	780	-0,709090909090909	-288	-0,293877551020408	
29440	84878,90625	2469	2,6144578313253	1830	-5,08433734939759	1411	7,66265060240964	-4480	2,74678111587983	-9024	5,53280196198651	-13184	8,08338442673207	11	3,64885496183206	-239	-0,16793893129771	187	-2,85496183206107	240	0,218181818181818	794	-0,721818181818182	-293	-0,298979591836735	
30080	84898,4375	2477	2,56626506024096	1834	-5,18072289156627	1403	7,75903614457831	-4480	2,74678111587983	-9088	5,57204169221337	-13312	8,16186388718578	-100	2,41221374045802	-158	1,52671755725191	171	-2,61068702290076	250	0,227272727272727	781	-0,71	-292	-0,297959183673469	
30720	84917,96875	2482	2,60240963855422	1831	-5,24096385542169	1405	7,73493975903614	-4608	2,82526057633354	-9280	5,68976088289393	-13376	8,20110361741263	-98	0,99236641221374	-65	1,49618320610687	131	-2	242	0,22	797	-0,724545454545454	-292	-0,297959183673469	
31360	84937,5	2481	2,51807228915663	1838	-5,2289156626506	1405	7,73493975903614	-4480	2,74678111587983	-9216	5,65052115266707	-13376	8,20110361741263	-72	0,564885496183206	-37	1,09923664122137	98	-1,49618320610687	238	0,216363636363636	800	-0,727272727272727	-294	-0,3	
32000	84957,03125	2464	2,4578313253012	1843	-5,02409638554217	1403	7,75903614457831	-4352	2,66830165542612	-8832	5,41508277130595	-13376	8,20110361741263	-126	0,442748091603053	-29	1,9236641221374	131	-2	242	0,22	787	-0,715454545454545	-287	-0,292857142857143	
32640	84976,5625	2454	2,4578313253012	1843	-4,90361445783133	1411	7,66265060240964	-4288	2,62906192519926	-8768	5,37584304107909	-13184	8,08338442673207	-127	0,885496183206107	-58	1,93893129770992	178	-2,7175572519084	238	0,216363636363636	800	-0,727272727272727	-294	-0,3	
33280	84996,09375	2464	2,20481927710843	1864	-5,02409638554217	1418	7,57831325301205	-3904	2,39362354383814	-8960	5,49356223175966	-12928	7,92642550582465	-250	-1,25190839694656	82	3,81679389312977	226	-3,45038167938931	249	0,226363636363636	777	-0,706363636363636	-284	-0,289795918367347	
33920	85015,625	2476	2,18072289156627	1866	-5,16867469879518	1424	7,50602409638554	-3904	2,39362354383814	-9088	5,57204169221337	-12800	7,84794604537094	-331	-3,0381679389313	199	5,05343511450382	301	-4,59541984732824	246	0,223636363636364	798	-0,725454545454545	-290	-0,295918367346939	
34560	85035,15625	2482	2,34939759036145	1852	-5,24096385542169	1422	7,53012048192771	-4288	2,62906192519926	-9280	5,68976088289393	-13120	8,04414469650521	-355	-1,6030534351145	105	5,41984732824427	431	-6,58015267175572	249	0,226363636363636	786	-0,714545454545455	-293	-0,298979591836735	
35200	85054,6875	2487	2,5421686746988	1836	-5,30120481927711	1428	7,45783132530121	-4352	2,66830165542612	-9216	5,65052115266707	-12928	7,92642550582465	-428	0,351145038167939	-23	6,53435114503817	543	-8,29007633587786	248	0,225454545454545	783	-0,711818181818182	-291	-0,296938775510204	
35840	85074,21875	2491	2,56626506024096	1834	-5,34939759036145	1419	7,56626506024096	-4544	2,78602084610668	-9408	5,76824034334764	-13184	8,08338442673207	-551	0,702290076335878	-46	8,41221374045801	544	-8,30534351145038	242	0,22	795	-0,722727272727273	-289	-0,294897959183674	
36480	85093,75	2492	2,65060240963855	1827	-5,36144578313253	1420	7,55421686746988	-4352	2,66830165542612	-9408	5,76824034334764	-13184	8,08338442673207	-497	2,99236641221374	-196	7,58778625954198	484	-7,38931297709924	246	0,223636363636364	791	-0,719090909090909	-294	-0,3	
37120	85113,28125	2483	2,49397590361446	1840	-5,25301204819277	1426	7,48192771084337	-4416	2,70754138565297	-9216	5,65052115266707	-12864	7,88718577559779	-434	3,52671755725191	-231	6,62595419847328	384	-5,86259541984733	236	0,214545454545455	794	-0,721818181818182	-301	-0,307142857142857	
37760	85132,8125	2485	2,56626506024096	1834	-5,27710843373494	1429	7,44578313253012	-4288	2,62906192519926	-9216	5,65052115266707	-12928	7,92642550582465	-369	3,81679389312977	-250	5,63358778625954	278	-4,2442748091603	233	0,211818181818182	800	-0,727272727272727	-299	-0,305102040816327	
38400	85152,34375	2489	2,49397590361446	1840	-5,32530120481928	1421	7,5421686746988	-4288	2,62906192519926	-9344	5,72900061312078	-12928	7,92642550582465	-245	3,64885496183206	-239	3,74045801526718	224	-3,41984732824427	240	0,218181818181818	780	-0,709090909090909	-290	-0,295918367346939	
39040	85171,875	2485	2,55421686746988	1835	-5,27710843373494	1419	7,56626506024096	-4480	2,74678111587983	-9408	5,76824034334764	-13056	8,00490496627836	-291	3,95419847328244	-259	4,44274809160305	190	-2,90076335877863	239	0,217272727272727	801	-0,728181818181818	-300	-0,306122448979592	
39680	85191,40625	2479	2,62650602409639	1829	-5,20481927710843	1415	7,6144578313253	-4480	2,74678111587983	-9088	5,57204169221337	-13120	8,04414469650521	-285	4,3969465648855	-288	4,35114503816794	178	-2,7175572519084	244	0,221818181818182	787	-0,715454545454545	-293	-0,298979591836735	
40320	85210,9375	2472	2,7710843373494	1817	-5,12048192771084	1400	7,79518072289157	-4800	2,9429797670141	-9152	5,61128142244022	-13184	8,08338442673207	-285	4,06106870229008	-266	4,35114503816794	179	-2,73282442748092	233	0,211818181818182	805	-0,731818181818182	-292	-0,297959183673469	
40960	85230,46875	2472	2,65060240963855	1827	-5,12048192771084	1423	7,51807228915663	-4672	2,86450030656039	-8960	5,49356223175966	-12992	7,9656652360515	-141	4,04580152671756	-265	2,15267175572519	110	-1,6793893129771	240	0,218181818181818	795	-0,722727272727273	-289	-0,294897959183674	
41600	85250	2478	2,43373493975904	1845	-5,19277108433735	1420	7,55421686746988	-4416	2,70754138565297	-9152	5,61128142244022	-12992	7,9656652360515	16	2,10687022900763	-138	-0,244274809160305	-8	0,122137404580153	243	0,220909090909091	791	-0,719090909090909	-293	-0,298979591836735	
42240	85269,53125	2477	2,31325301204819	1855	-5,18072289156627	1423	7,51807228915663	-4096	2,5113427345187	-9152	5,61128142244022	-12864	7,88718577559779	233	3,49618320610687	-229	-3,55725190839695	-98	1,49618320610687	238	0,216363636363636	782	-0,710909090909091	-288	-0,293877551020408	
42880	85289,0625	2472	2,03614457831325	1878	-5,12048192771084	1424	7,50602409638554	-3648	2,23666462293072	-9088	5,57204169221337	-12864	7,88718577559779	162	4,79389312977099	-314	-2,47328244274809	-119	1,81679389312977	234	0,212727272727273	800	-0,727272727272727	-294	-0,3	
43520	85308,59375	2468	1,89156626506024	1890	-5,07228915662651	1405	7,73493975903614	-3456	2,11894543225015	-9024	5,53280196198651	-13376	8,20110361741263	-3	5,83206106870229	-382	0,0458015267175573	-34	0,519083969465649	242	0,22	776	-0,705454545454545	-286	-0,291836734693878	
44160	85328,125	2461	2,09638554216868	1873	-4,98795180722892	1387	7,95180722891566	-3520	2,15818516247701	-8768	5,37584304107909	-13760	8,43654199877376	-81	6,91603053435114	-453	1,23664122137405	164	-2,50381679389313	238	0,216363636363636	794	-0,721818181818182	-294	-0,3	
44800	85347,65625	2462	2,2289156626506	1862	-5	1402	7,7710843373494	-4096	2,5113427345187	-8896	5,4543225015328	-13504	8,27958307786634	-134	6,62595419847328	-434	2,04580152671756	349	-5,32824427480916	244	0,221818181818182	782	-0,710909090909091	-293	-0,298979591836735	
45440	85367,1875	2480	2,28915662650602	1857	-5,21686746987952	1406	7,72289156626506	-4160	2,55058246474555	-9280	5,68976088289393	-13376	8,20110361741263	-249	3,61832061068702	-237	3,80152671755725	418	-6,38167938931298	232	0,210909090909091	805	-0,731818181818182	-291	-0,296938775510204	
46080	85386,71875	2486	2,37349397590361	1850	-5,28915662650602	1411	7,66265060240964	-4160	2,55058246474555	-9280	5,68976088289393	-13440	8,24034334763948	-255	3,54198473282443	-232	3,89312977099237	414	-6,3206106870229	235	0,213636363636364	787	-0,715454545454545	-287	-0,292857142857143	
46720	85406,25	2488	2,31325301204819	1855	-5,31325301204819	1416	7,60240963855422	-4096	2,5113427345187	-9408	5,76824034334764	-13312	8,16186388718578	-311	4,53435114503817	-297	4,74809160305344	333	-5,08396946564885	244	0,221818181818182	788	-0,716363636363636	-294	-0,3	
47360	85425,78125	2494	2,07228915662651	1875	-5,3855421686747	1431	7,42168674698795	-3904	2,39362354383814	-9344	5,72900061312078	-13056	8,00490496627836	-368	5,40458015267176	-354	5,61832061068702	209	-3,19083969465649	237	0,215454545454545	774	-0,703636363636364	-286	-0,291836734693878	
48000	85445,3125	2499	1,98795180722892	1882	-5,44578313253012	1433	7,39759036144578	-3648	2,23666462293072	-9536	5,84671980380135	-12672	7,76946658491723	-270	6,29007633587786	-412	4,12213740458015	75	-1,14503816793893	237	0,215454545454545	790	-0,718181818181818	-282	-0,287755102040816	
48640	85464,84375	2486	2,13253012048193	1870	-5,28915662650602	1419	7,56626506024096	-3712	2,27590435315757	-9280	5,68976088289393	-13184	8,08338442673207	-290	9,32824427480916	-611	4,42748091603053	25	-0,381679389312977	242	0,22	771	-0,700909090909091	-284	-0,289795918367347	
49280	85484,375	2489	1,92771084337349	1887	-5,32530120481928	1398	7,81927710843374	-3456	2,11894543225015	-9216	5,65052115266707	-13184	8,08338442673207	-423	12,0610687022901	-790	6,45801526717557	25	-0,381679389312977	229	0,208181818181818	784	-0,712727272727273	-284	-0,289795918367347	
49920	85503,90625	2485	2,01204819277108	1880	-5,27710843373494	1400	7,79518072289157	-3584	2,19742489270386	-9344	5,72900061312078	-13632	8,35806253832005	-732	12,1221374045802	-794	11,175572519084	-48	0,732824427480916	232	0,210909090909091	778	-0,707272727272727	-291	-0,296938775510204	
50560	85523,4375	2490	1,93975903614458	1886	-5,33734939759036	1398	7,81927710843374	-3456	2,11894543225015	-9344	5,72900061312078	-13504	8,27958307786634	-939	11,5267175572519	-755	14,3358778625954	-38	0,580152671755725	238	0,216363636363636	788	-0,716363636363636	-291	-0,296938775510204	
51200	85542,96875	2495	1,8433734939759	1894	-5,39759036144578	1380	8,03614457831325	-3200	1,96198651134273	-9344	5,72900061312078	-13568	8,31882280809319	-923	10,0152671755725	-656	14,0916030534351	-69	1,05343511450382	234	0,212727272727273	788	-0,716363636363636	-285	-0,290816326530612	
51840	85562,5	2465	2,13253012048193	1870	-5,03614457831325	1383	8	-3904	2,39362354383814	-9088	5,57204169221337	-14144	8,67198038013489	-908	11,4351145038168	-749	13,8625954198473	-134	2,04580152671756	219	0,199090909090909	777	-0,706363636363636	-289	-0,294897959183674	
52480	85582,03125	2463	1,75903614457831	1901	-5,01204819277108	1387	7,95180722891566	-3264	2,00122624156959	-8768	5,37584304107909	-13696	8,3973022685469	-1038	12,6717557251908	-830	15,8473282442748	-64	0,977099236641221	227	0,206363636363636	765	-0,695454545454545	-279	-0,28469387755102	
53120	85601,5625	2462	1,74698795180723	1902	-5	1375	8,09638554216868	-3264	2,00122624156959	-9024	5,53280196198651	-13824	8,47578172900061	-1205	9,66412213740458	-633	18,3969465648855	-20	0,305343511450382	221	0,200909090909091	778	-0,707272727272727	-281	-0,286734693877551	
53760	85621,09375	2433	1,78313253012048	1899	-4,65060240963855	1392	7,89156626506024	-3328	2,04046597179644	-8320	5,10116492949111	-13632	8,35806253832005	-1117	12,8396946564885	-841	17,0534351145038	159	-2,42748091603053	228	0,207272727272727	761	-0,691818181818182	-279	-0,28469387755102	
54400	85640,625	2441	1,39759036144578	1931	-4,74698795180723	1415	7,6144578313253	-2688	1,6480686695279	-8384	5,14040465971796	-13248	8,12262415695892	-1024	12,5801526717557	-824	15,6335877862595	391	-5,96946564885496	217	0,197272727272727	768	-0,698181818181818	-277	-0,28265306122449	
55040	85660,15625	2442	1,63855421686747	1911	-4,75903614457831	1414	7,62650602409639	-3008	1,84426732066217	-8448	5,17964438994482	-13120	8,04414469650521	-780	10,5190839694656	-689	11,9083969465649	528	-8,06106870229008	206	0,187272727272727	783	-0,711818181818182	-285	-0,290816326530612	
55680	85679,6875	2438	1,87951807228916	1891	-4,71084337349398	1367	8,19277108433735	-3328	2,04046597179644	-8320	5,10116492949111	-14144	8,67198038013489	-480	15,9847328244275	-1047	7,32824427480916	626	-9,55725190839695	224	0,203636363636364	760	-0,690909090909091	-283	-0,288775510204082	
56320	85699,21875	2421	2,1566265060241	1868	-4,50602409638554	1380	8,03614457831325	-3776	2,31514408338443	-8064	4,94420600858369	-13696	8,3973022685469	-661	17,9083969465649	-1173	10,0916030534351	548	-8,36641221374046	219	0,199090909090909	779	-0,708181818181818	-282	-0,287755102040816	
56960	85718,75	2430	2,14457831325301	1869	-4,6144578313253	1349	8,40963855421687	-3840	2,35438381361128	-8128	4,98344573881055	-14208	8,71122011036174	-1020	17,0229007633588	-1115	15,5725190839695	451	-6,88549618320611	223	0,202727272727273	765	-0,695454545454545	-279	-0,28469387755102	
57600	85738,28125	2445	1,90361445783133	1889	-4,79518072289157	1368	8,18072289156627	-3328	2,04046597179644	-8576	5,25812385039853	-14144	8,67198038013489	-984	14,8396946564885	-972	15,0229007633588	259	-3,95419847328244	211	0,191818181818182	768	-0,698181818181818	-289	-0,294897959183674	
58240	85757,8125	2463	1,44578313253012	1927	-5,01204819277108	1395	7,85542168674699	-2944	1,80502759043532	-8768	5,37584304107909	-13760	8,43654199877376	-911	12,5801526717557	-824	13,9083969465649	98	-1,49618320610687	208	0,189090909090909	772	-0,701818181818182	-280	-0,285714285714286	
